order_no,customer_id,order_date,status,channel,payment_method,total_amount_krw
1000462,201762,2023-06-05,배송중,영업사원,현금,3548300
1000463,201263,2024-07-01,배송완료,매장,계좌이체,21116275
1000464,201168,2024-12-11,배송완료,매장,현금,108007420
1000465,201339,2023-11-01,배송완료,매장,계좌이체,18133230
1000466,200528,2024-03-03,배송완료,영업사원,현금,21464965
1000467,201499,2023-03-18,배송완료,매장,현금,16837140
1000468,200704,2023-02-12,배송완료,전화,현금,8376540
1000469,201801,2025-09-09,주문접수,영업사원,현금,3835625
1000470,200670,2024-03-05,배송완료,전화,카드,12631200
1000471,200530,2025-07-26,배송완료,영업사원,여신,116519645
1000472,201058,2025-06-07,배송완료,전화,여신,81449045
1000473,201860,2023-06-18,배송완료,전화,여신,25156200
1000474,200984,2025-01-04,배송완료,영업사원,현금,43760655
1000475,200535,2024-01-06,배송완료,전화,카드,96316610
1000476,201809,2024-07-23,배송완료,영업사원,계좌이체,23528175
1000477,200993,2024-12-03,배송완료,온라인,여신,30633120
1000478,201703,2023-12-10,취소,매장,여신,80641540
1000479,201792,2024-09-08,배송완료,전화,계좌이체,52655400
1000480,201554,2025-04-13,주문접수,전화,현금,39439400
1000481,200453,2023-02-08,결제완료,영업사원,여신,11765700
1000482,201232,2024-11-13,배송완료,영업사원,카드,181665450
1000483,201826,2024-03-18,배송완료,전화,여신,49549660
1000484,201042,2025-02-12,결제완료,매장,현금,23367220
1000485,200901,2025-05-13,배송완료,영업사원,현금,34321600
1000486,200574,2025-01-01,배송완료,영업사원,여신,58745580
1000487,200543,2025-10-12,반품,전화,계좌이체,60323530
1000488,201204,2024-12-26,주문접수,전화,카드,107104190
1000489,200544,2023-11-04,배송완료,전화,여신,79055100
1000490,201570,2024-03-01,배송중,온라인,현금,3493770
1000491,201513,2023-03-10,주문접수,전화,현금,45662180
1000492,200501,2025-12-11,반품,매장,여신,50660010
1000493,200881,2023-03-07,배송중,영업사원,카드,1269400
1000494,201752,2023-06-11,배송완료,온라인,카드,50944920
1000495,201229,2025-10-24,배송중,영업사원,여신,109645360
1000496,200157,2024-09-30,결제완료,영업사원,여신,124824710
1000497,201375,2025-02-24,배송완료,매장,현금,62915340
1000498,200828,2024-12-03,반품,매장,여신,98202530
1000499,200866,2024-08-08,주문접수,온라인,현금,82516560
1000500,200113,2024-12-27,배송완료,온라인,현금,14485315
1000501,200993,2024-09-21,배송완료,영업사원,현금,54050400
1000502,200344,2024-06-18,배송완료,온라인,계좌이체,51411530
1000503,201877,2024-04-07,결제완료,전화,카드,109708040
1000504,200418,2023-07-04,반품,매장,현금,73428865
1000505,201845,2025-05-06,결제완료,전화,현금,151579650
1000506,201796,2023-04-29,주문접수,매장,계좌이체,75410300
1000507,201931,2023-07-18,배송중,온라인,현금,78501650
1000508,201774,2025-02-27,배송완료,전화,여신,31190000
1000509,201525,2024-05-10,반품,온라인,계좌이체,32605235
1000510,200130,2025-11-20,배송완료,전화,현금,76149600
1000511,200743,2024-02-05,주문접수,매장,카드,11280800
1000512,201656,2024-09-21,배송완료,전화,현금,93794600
1000513,200936,2025-04-13,결제완료,온라인,계좌이체,124607650
1000514,200833,2024-06-30,배송완료,온라인,카드,14205200
1000515,200047,2025-05-08,반품,전화,계좌이체,29789510
1000516,201639,2023-09-10,배송완료,영업사원,현금,35693965
1000517,201901,2025-04-03,배송완료,온라인,카드,120242750
1000518,200023,2024-12-08,배송중,영업사원,카드,40035180
1000519,201441,2024-02-17,배송완료,전화,여신,21237000
1000520,201506,2023-09-21,배송완료,온라인,현금,66144000
1000521,200686,2024-01-17,취소,온라인,계좌이체,50933360
1000522,201871,2025-11-22,배송완료,영업사원,현금,38020615
1000523,200924,2025-03-28,결제완료,전화,계좌이체,81652455
1000524,200073,2023-07-12,취소,영업사원,여신,86254010
1000525,200712,2025-05-21,결제완료,매장,여신,103742020
1000526,200019,2024-07-26,배송완료,전화,계좌이체,111878930
1000527,201148,2023-12-12,반품,매장,현금,90665600
1000528,201808,2023-07-10,반품,온라인,현금,84170120
1000529,201771,2025-11-11,결제완료,매장,계좌이체,72912930
1000530,201077,2023-12-04,결제완료,매장,계좌이체,4049280
1000531,200503,2025-02-03,배송완료,영업사원,여신,136709810
1000532,201029,2023-02-07,배송중,전화,계좌이체,89060525
1000533,200163,2024-04-18,배송완료,전화,계좌이체,66578560
1000534,201892,2025-10-27,결제완료,영업사원,계좌이체,63936060
1000535,200878,2025-06-27,배송완료,영업사원,여신,2991600
1000536,200527,2024-11-16,배송완료,매장,카드,106382310
1000537,201871,2023-04-13,배송중,매장,카드,22203420
1000538,200176,2024-11-01,배송중,매장,현금,56461600
1000539,201582,2023-12-09,배송완료,전화,카드,65422840
1000540,201626,2024-02-22,배송완료,영업사원,여신,27492100
1000541,201530,2025-09-22,배송완료,영업사원,카드,64078400
1000542,201260,2025-06-14,배송완료,전화,계좌이체,36443830
1000543,200810,2024-09-04,배송중,매장,현금,18769700
1000544,200838,2025-06-29,결제완료,온라인,현금,7028900
1000545,201987,2024-10-19,결제완료,전화,현금,51265440
1000546,201125,2023-10-12,배송완료,전화,여신,29384670
1000547,200979,2025-11-14,배송완료,온라인,카드,120254315
1000548,200935,2025-09-16,배송완료,전화,현금,5022650
1000549,200197,2024-09-20,배송중,매장,계좌이체,22134525
1000550,201060,2024-11-19,배송중,온라인,현금,91844980
1000551,200668,2024-09-12,결제완료,영업사원,여신,43588340
1000552,200209,2024-11-19,주문접수,전화,계좌이체,120631880
1000553,200738,2025-08-07,배송완료,온라인,현금,551200
1000554,201318,2024-05-31,배송완료,온라인,현금,8729840
1000555,201422,2025-09-17,배송완료,전화,여신,61159450
1000556,200633,2023-07-15,배송완료,매장,현금,59339420
1000557,201980,2025-02-02,배송완료,영업사원,현금,3266100
1000558,201706,2025-09-26,배송완료,매장,현금,74116500
1000559,200910,2023-01-04,배송완료,영업사원,계좌이체,59177845
1000560,201996,2024-08-18,배송완료,전화,현금,26270710
1000561,201463,2025-04-04,배송완료,온라인,카드,38115245
1000562,201553,2023-08-03,배송완료,전화,카드,40579650
1000563,201002,2025-06-04,결제완료,매장,카드,28997620
1000564,201535,2025-01-17,배송중,매장,현금,67380165
1000565,200406,2025-05-27,배송완료,온라인,여신,53359660
1000566,200119,2025-07-19,배송완료,매장,카드,46779440
1000567,201237,2025-08-16,취소,매장,현금,120728225
1000568,200983,2025-04-27,배송완료,온라인,계좌이체,4494690
1000569,201441,2023-01-23,배송중,매장,현금,50914655
1000570,200372,2025-04-30,배송완료,온라인,카드,89151440
1000571,201660,2023-09-16,결제완료,매장,여신,29215800
1000572,200170,2023-08-10,배송중,매장,계좌이체,134146175
1000573,200768,2024-10-11,배송완료,전화,카드,40041800
1000574,200438,2025-02-21,취소,매장,카드,18247985
1000575,201414,2024-03-19,배송완료,온라인,카드,84306350
1000576,200535,2025-12-05,배송완료,매장,여신,42758000
1000577,200347,2024-02-29,취소,영업사원,여신,1821240
1000578,201885,2024-08-19,배송완료,매장,현금,103135300
1000579,200006,2025-09-16,배송완료,영업사원,카드,40474720
1000580,201346,2024-09-05,배송완료,전화,여신,60780035
1000581,200957,2024-09-03,배송완료,영업사원,카드,89905825
1000582,200470,2024-09-03,배송완료,온라인,카드,12270200
1000583,201132,2023-05-22,결제완료,영업사원,카드,110464720
1000584,200947,2024-07-21,배송완료,매장,현금,43477825
1000585,201951,2023-12-18,배송완료,영업사원,카드,19762800
1000586,201128,2025-11-10,배송완료,매장,현금,7261220
1000587,200394,2023-06-19,배송완료,영업사원,계좌이체,42476905
1000588,201581,2024-12-07,배송완료,매장,계좌이체,11499000
1000589,200178,2024-11-07,배송완료,온라인,계좌이체,132949240
1000590,200067,2024-12-08,배송완료,전화,계좌이체,36432910
1000591,201559,2024-10-18,배송완료,온라인,여신,101432650
1000592,200574,2024-04-04,배송완료,영업사원,여신,64777820
1000593,200683,2025-10-20,취소,온라인,현금,24832030
1000594,201436,2025-06-17,결제완료,온라인,현금,55788120
1000595,201731,2024-08-15,배송완료,전화,현금,46953000
1000596,201645,2025-09-04,배송완료,영업사원,여신,12214000
1000597,200804,2024-09-20,취소,매장,계좌이체,71919230
1000598,200794,2024-03-06,배송완료,영업사원,현금,8765710
1000599,201519,2025-05-03,배송완료,영업사원,여신,142495470
1000600,200070,2025-06-25,취소,영업사원,계좌이체,151504050
1000601,201018,2025-08-17,배송중,매장,카드,66200050
1000602,200834,2023-12-10,배송완료,매장,계좌이체,39745950
1000603,201264,2024-04-15,배송완료,전화,계좌이체,35513370
1000604,200391,2024-11-29,배송완료,영업사원,현금,74704350
1000605,200520,2025-12-23,취소,전화,현금,57325460
1000606,201853,2023-10-21,배송완료,영업사원,현금,31996000
1000607,201988,2023-09-28,배송완료,영업사원,여신,4977810
1000608,200057,2024-01-05,배송완료,매장,여신,96650330
1000609,201159,2025-12-10,결제완료,매장,현금,25746475
1000610,201163,2025-01-11,주문접수,전화,현금,74339875
1000611,200236,2025-05-24,배송완료,영업사원,카드,15780920
1000612,200040,2024-10-25,배송완료,전화,현금,49939030
1000613,201403,2023-06-12,배송완료,온라인,카드,23487540
1000614,201482,2025-09-28,배송완료,온라인,카드,35079485
1000615,201779,2024-07-05,배송완료,전화,계좌이체,11442800
1000616,200831,2025-07-05,배송완료,영업사원,현금,7443500
1000617,200599,2024-01-22,배송완료,전화,여신,45586370
1000618,201218,2023-11-11,배송완료,온라인,현금,45348720
1000619,200091,2023-08-07,배송중,온라인,계좌이체,50203800
1000620,201126,2024-12-23,배송완료,매장,여신,14547200
1000621,201200,2024-11-28,배송완료,전화,계좌이체,109210440
1000622,201994,2023-02-09,취소,영업사원,계좌이체,124055500
1000623,200790,2023-09-24,배송완료,온라인,계좌이체,44348400
1000624,200616,2025-08-20,결제완료,매장,현금,57652385
1000625,200609,2024-01-27,배송중,영업사원,계좌이체,45072450
1000626,201237,2025-02-09,배송완료,전화,계좌이체,672945
1000627,201832,2025-11-27,주문접수,온라인,계좌이체,928260
1000628,200554,2025-12-29,배송중,온라인,현금,55920305
1000629,200020,2023-05-15,배송완료,영업사원,계좌이체,25687200
1000630,200258,2025-01-19,배송완료,온라인,카드,69769800
1000631,201471,2024-07-03,취소,전화,계좌이체,11824180
1000632,200956,2024-05-10,배송완료,매장,여신,36819000
1000633,200637,2023-05-15,배송완료,매장,계좌이체,40068725
1000634,200446,2024-11-06,배송중,전화,여신,102986470
1000635,201402,2025-04-30,취소,전화,여신,54210650
1000636,201493,2024-04-28,배송완료,온라인,카드,19576200
1000637,201441,2023-04-24,배송완료,전화,카드,73247065
1000638,201464,2024-08-04,배송완료,온라인,여신,50251600
1000639,200908,2025-01-14,주문접수,온라인,현금,28423905
1000640,200655,2024-03-10,결제완료,온라인,계좌이체,83056790
1000641,200505,2023-02-10,취소,매장,계좌이체,36883300
1000642,200867,2024-09-27,배송완료,전화,계좌이체,4685015
1000643,201464,2025-07-28,배송완료,온라인,계좌이체,34551300
1000644,200510,2023-09-28,배송완료,전화,현금,5490900
1000645,201095,2025-10-18,배송완료,매장,현금,56253225
1000646,201666,2025-02-01,주문접수,온라인,카드,18580170
1000647,201730,2024-05-25,주문접수,전화,카드,38933680
1000648,201263,2025-08-21,배송완료,영업사원,계좌이체,74991880
1000649,200036,2025-05-31,배송완료,온라인,여신,43150660
1000650,200893,2023-05-30,배송완료,영업사원,여신,69406390
1000651,200944,2023-06-08,배송완료,온라인,카드,72933300
1000652,200091,2023-06-11,취소,온라인,계좌이체,62542350
1000653,200079,2024-07-29,주문접수,전화,카드,143722130
1000654,201081,2024-12-24,취소,온라인,카드,129232495
1000655,200982,2023-11-16,결제완료,전화,여신,3414270
1000656,200317,2024-01-31,배송완료,매장,카드,32970840
1000657,201575,2025-03-30,배송중,온라인,현금,73579180
1000658,200794,2025-09-11,배송완료,영업사원,여신,40342770
1000659,200764,2023-05-21,주문접수,전화,현금,77717000
1000660,201682,2025-04-03,배송완료,온라인,계좌이체,46579750
1000661,200716,2025-12-19,주문접수,온라인,계좌이체,70440600
1000662,200204,2025-02-14,배송완료,매장,현금,62412510
1000663,201362,2023-04-28,배송완료,온라인,카드,28973685
1000664,201364,2024-03-03,배송중,온라인,계좌이체,126478185
1000665,201635,2024-07-31,배송완료,전화,계좌이체,65259400
1000666,200641,2023-11-19,배송중,매장,여신,44290575
1000667,201420,2024-02-03,배송완료,온라인,계좌이체,61959655
1000668,200460,2024-08-10,배송완료,온라인,현금,34828110
1000669,200210,2025-11-23,주문접수,영업사원,여신,60617025
1000670,200089,2023-08-24,주문접수,전화,여신,42385175
1000671,201301,2023-03-10,배송중,전화,현금,107837940
1000672,200319,2023-01-31,배송완료,온라인,계좌이체,144420820
1000673,201779,2025-08-03,배송완료,매장,카드,10026000
